Artikelnr,GNP,Materialklass,Enhet,Lagerförd,Benämning,Multipel,Miljöavgift,Förlängd ansvarstid,Energieffektivt
6511364,5600,PNL42B,ST,N,AUTOMATIK EFC 18EXODRAFT,0,N,N,N
6511365,4830,PNL42B,ST,N,MANUELL STYRNING EFC 35EXODRAFT,0,N,N,N
6515699,514,PNJ26B,ST,N,GALLER MVM 300-300 FÖRZPISLA,0,N,N,N
6515798,403,PNJ26B,ST,N,GALLER MVM 250-250 FÖRZPISLA,0,N,N,N
6515897,175,PNJ26B,ST,N,GALLER MVM 125-125 FÖRZPISLA,0,N,N,N
6516095,397,PNJ26B,ST,N,"DÖRRVENT MV450/2 430-93VIT PL, PISLA",0,N,N,N
6516194,327,PNJ26B,ST,N,"DÖRRVENT MV430/2 428-77VIT PL, PISLA",0,N,N,N
6516392,614,PNJ26B,ST,N,"GALLER HSO 249/300x100 REGLVIT, PISLA",0,N,N,N
6516491,739,PNJ26B,ST,N,"GALLER HSO 249/400x100REGL GALV, PISLA",0,N,N,N
6516590,610,PNJ26B,ST,N,"GALLER HSO 249/300x100REGL GALV, PISLA",0,N,N,N
6516887,703,PNJ26B,ST,N,GALLER HUS 247/300x200 VITPISLA,0,N,N,N
6516986,622,PNJ26B,ST,N,GALLER HUS 247/400x100 VITPISLA,0,N,N,N
6517085,382,PNJ26B,ST,N,GALLER HUS 247/300x100 VITPISLA,0,N,N,N
6517184,653,PNJ26B,ST,N,GALLER HUS 247/300x200 GALVPISLA,0,N,N,N
6517283,534,PNJ26B,ST,N,GALLER HUS 247/400x100 GALVPISLA,0,N,N,N
6517382,452,PNJ26B,ST,N,GALLER HUS 247/300x100 GALVPISLA,0,N,N,N
6518867,216,PNJ26B,ST,N,"GALLER 241/150 VIT PLINSEKTSNÄT, PISLA",0,N,N,N
6519263,421,PNJ26B,ST,N,"GALLER 240 IK/200 VITINSEKTSNÄT, PISLA",0,N,N,N
6519362,358,PNJ26B,ST,N,"GALLER 240 IK/160 VITINSEKTSNÄT, PISLA",0,N,N,N
6519461,294,PNJ26B,ST,N,"GALLER 240 IK/125 VITINSEKTSNÄT, PISLA",0,N,N,N
6519560,253,PNJ26B,ST,N,"GALLER 240 IK/100 VITINSEKTSNÄT, PISLA",0,N,N,N
6519659,237,PNJ26B,ST,N,"GALLER 240 IK/80 VITINSEKTSNÄT, PISLA",0,N,N,N
6519758,347,PNJ26B,ST,N,"GALLER 240 IK/200 ALUINSEKTSNÄT, PISLA",0,N,N,N
6519857,257,PNJ26B,ST,N,"GALLER 240 IK/160 ALUINSEKTSNÄT, PISLA",0,N,N,N
6519942,3050,PNJ10B,ST,N,TD ATLAS-1 RHOH-125-4425X425 OPERF. FLÄKTGROUP,0,N,N,N
6519943,3050,PNJ10B,ST,N,TD ATLAS-1 RHOH-125-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519944,2985,PNJ10B,ST,N,TD ATLAS-1 RHOH-160-4425X425 OPERF. FLÄKTGROUP,0,N,N,N
6519945,3070,PNJ10B,ST,N,TD ATLAS-1 RHOH-160-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519946,3030,PNJ10B,ST,N,TD ATLAS-1 RHOH-200-4425X425 OPERF. FLÄKTGROUP,0,N,N,N
6519947,3010,PNJ10B,ST,N,TD ATLAS-1 RHOH-200-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519948,3130,PNJ10B,ST,N,TD ATLAS-1 RHOH-250-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519949,3190,PNJ10B,ST,N,TD ATLAS-1 RHOH-315-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519950,3260,PNJ10B,ST,N,TD ATLAS-1 RHOH-400-6595X595 OPERF. FLÄKTGROUP,0,N,N,N
6519956V,171,PNJ26B,ST,N,"GALLER 240 IK/125 ALUINSEKTSNÄT, PISLA",0,N,N,N
6520016,3530,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-125-4425X425 CIRKULÄRT MÖNS,0,N,N,N
6520017,4230,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-125-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520018,3450,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-160-4425X425 CIRKULÄRT MÖNS,0,N,N,N
6520019,4180,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-160-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520020,3500,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-200-4425X425 CIRKULÄRT MÖNS,0,N,N,N
6520021,4170,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-200-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520022,4320,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-250-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520023,4400,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-315-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520024,4470,PNJ10B,ST,N,DYSDON ARIES-2 DYCH-400-6595X595 CIRKULÄRT MÖNS,0,N,N,N
6520055V,140,PNJ26B,ST,N,"GALLER 240 IK/100 ALUINSEKTSNÄT, PISLA",0,N,N,N
6520099,2400,PNJ10B,ST,N,UNDERTAKSANPASSN UTKZ-01-395FLÄKTGROUP,0,N,N,N
